,FOMC_date,document_type,document_data_512,document_data_wo_stopwords_512,press_conference,release_date,label_market,label_FED
34,2009-12-16,minutes,government had requested a standstill on debts owed by dubai world a government owned corporation temporarily roiled some financial markets however those pressures eased as investors concluded that dubai world s difficulties were likely to be isolated subsequently the sovereign debt rating for greece was lowered amid long standing concerns over its public finances and a widening of its sovereign cds spreads although the central banks of the major foreign industrial economies kept policy rates on hold the bank of england expanded its asset purchase program and the bank of japan announced a new secured lending facility in contrast the european central bank took some initial steps toward scaling back emergency lending it announced that the one year refinancing operation in december would be its last and that the cost of the funds provided would float with interest rates set in future refinancing operations rather than being fixed as in previous such operations staff economic outlook in the forecast prepared for the december fomc meeting the staff raised its projection for average real gdp growth in the second half of 2009 somewhat and it also modestly increased its forecast for economic growth in 2010 and 2011 better than expected data on employment consumer spending home sales and industrial production received during the intermeeting period pointed to a somewhat stronger increase in real gdp in the current quarter than had previously been projected in addition the positive signal from the incoming data along with the sizable upward revisions to household income in earlier quarters and more supportive financial market conditions led to small upward adjustments to projected growth in real gdp over the rest of the forecast period the staff again anticipated that the recovery would strengthen in 2010 and 2011 supported by further improvement in financial conditions and household balance sheets continued recovery in the housing sector growing household and business confidence and accommodative monetary policy even as the impetus to real activity from fiscal policy diminished however the projected pace of real output growth in 2010 and 2011 was expected to exceed that of potential output by only enough to produce a very gradual reduction in economic slack the staff forecast for inflation was nearly unchanged the staff interpreted the increases in prices of energy and nonmarket services that recently boosted consumer price inflation as largely transitory although the projected degree of slack in resource utilization over the next,large institutions credit quality appeared worsen delinquency charge rates increased major loan categories banks regulatory capital ratios increased banks continued raise equity shrink balance sheets m2 expanded moderate rate november case recent months liquid deposits grew rapidly small time deposits retail money market mutual funds contracted albeit slightly slower paces currency declined somewhat november foreign demand u banknotes appeared ebb consistent continued stabilization global financial markets broad stock price indexes major advanced foreign economies rose although generally somewhat less united states stock price indexes major emerging markets increased well particularly brazil mexico amid generally rising commodity prices better expected mexican gdp report chinese stock prices also increased strongly long term government bond yields declined advanced foreign economies increased united kingdom dollar depreciated much intermeeting period reversed course following release better expected u data employment retail sales november balance dollar ended period slightly major foreign currencies little relative currencies important trading partners concerns potential default sovereign borrowers rose intermeeting period news dubai government requested standstill debts owed dubai world government owned corporation temporarily roiled financial markets however pressures eased investors concluded dubai world difficulties likely isolated subsequently sovereign debt rating greece lowered amid long standing concerns public finances widening sovereign cds spreads although central banks major foreign industrial economies kept policy rates hold bank england expanded asset purchase program bank japan announced new secured lending facility contrast european central bank took initial steps toward scaling back emergency lending announced one year refinancing operation december would last cost funds provided would float interest rates set future refinancing operations rather fixed previous operations staff economic outlook forecast prepared december fomc meeting staff raised projection average real gdp growth second half 2009 somewhat also modestly increased forecast economic growth 2010 2011 better expected data employment consumer spending home sales industrial production received intermeeting period pointed somewhat stronger increase real gdp current quarter previously projected addition positive signal incoming data along sizable upward revisions household income earlier quarters supportive financial market conditions led small upward adjustments projected growth real gdp rest forecast period staff anticipated recovery would strengthen 2010 2011 supported improvement financial conditions household balance sheets continued recovery housing sector growing household business confidence accommodative monetary policy even impetus real activity fiscal policy diminished however projected pace real output growth 2010 2011 expected exceed potential output enough produce gradual reduction economic slack staff forecast inflation nearly unchanged staff interpreted increases prices energy nonmarket services,0,2010-01-06,0,-1
35,2014-04-30,minutes,banks credit standards for home purchase loans to prime customers in the first quarter mortgage interest rates and their spreads over treasury yields were little changed over the intermeeting period and applications for refinancing and purchase mortgages remained tepid conditions in consumer credit markets continued to be mixed student and auto loans expanded at a robust pace while credit card debt outstanding stayed flat as it had been in recent months financing conditions in the consumer asset backed securities market remained favorable and issuance continued to be solid most foreign equity indexes rose over the period despite a global selloff of technology related stocks and 10 year sovereign bond yields in canada germany and the united kingdom were nearly unchanged on net yield spreads on peripheral euro area debt over german bonds of similar maturity continued to narrow the broad nominal exchange rate index for the dollar was about unchanged as the dollar appreciated against the euro yen and renminbi but depreciated against most other currencies investor sentiment toward emes continued to improve over the period despite incoming data that were somewhat weaker than expected increasing tensions between ukraine and russia as well as the lowering of russia s sovereign debt rating by standard poor s contributed to a rise in russia s 10 year sovereign bond yield and a sharp decline in its main equity index outside of that region however these building tensions left little imprint on global financial markets the staff s periodic report on potential risks to financial stability concluded that the vulnerability of the financial system to adverse shocks remained at moderate levels overall relatively strong capital profiles of large domestic banking firms low levels of aggregate leverage in the nonfinancial sector and moderate use of short term wholesale funding across the financial sector were seen as the primary factors supporting overall financial stability however the staff report also highlighted valuation pressures in some segments of the equity market continued strong demand for corporate debt instruments and associated pressures on underwriting standards and liquidity risks associated with fixed income mutual funds staff economic outlook in the economic forecast prepared by the staff for the april fomc meeting real gdp growth in the first half of this year was somewhat slower than in the projection for the march meeting the available readings on net exports and to a lesser extent residential investment pointed to less spending,broad equity indexes credit flows nonfinancial corporations remained robust balance notwithstanding subdued bond issuance april attributed typical constraints issuance period many firms reporting earnings growth commercial industrial loans banks balance sheets remained robust consistent increase loan demand large middle market firms reported april senior loan officer opinion survey bank lending practices sloos institutional issuance leveraged loans continued brisk pace amid reports ongoing gradual easing credit terms deal structures financing conditions commercial real estate cre sector improved first quarter commercial mortgage loans held banks books continued grow solidly according april sloos banks eased standards cre loans first quarter also reported increase loan demand especially construction land development loans contrast issuance commercial mortgage backed securities 2014 bit slower last year pace mortgage credit conditions generally remained tight intermeeting period though signs easing continued emerge amid gains house prices particular april sloos indicated net easing banks credit standards home purchase loans prime customers first quarter mortgage interest rates spreads treasury yields little changed intermeeting period applications refinancing purchase mortgages remained tepid conditions consumer credit markets continued mixed student auto loans expanded robust pace credit card debt outstanding stayed flat recent months financing conditions consumer asset backed securities market remained favorable issuance continued solid foreign equity indexes rose period despite global selloff technology related stocks 10 year sovereign bond yields canada germany united kingdom nearly unchanged net yield spreads peripheral euro area debt german bonds similar maturity continued narrow broad nominal exchange rate index dollar unchanged dollar appreciated euro yen renminbi depreciated currencies investor sentiment toward emes continued improve period despite incoming data somewhat weaker expected increasing tensions ukraine russia well lowering russia sovereign debt rating standard poor contributed rise russia 10 year sovereign bond yield sharp decline main equity index outside region however building tensions left little imprint global financial markets staff periodic report potential risks financial stability concluded vulnerability financial system adverse shocks remained moderate levels overall relatively strong capital profiles large domestic banking firms low levels aggregate leverage nonfinancial sector moderate use short term wholesale funding across financial sector seen primary factors supporting overall financial stability however staff report also highlighted valuation pressures segments equity market continued strong demand corporate debt instruments associated pressures underwriting standards liquidity risks associated fixed income mutual funds staff economic outlook economic forecast prepared staff april fomc meeting real gdp growth first half year somewhat slower projection march meeting available readings net exports lesser extent residential,0,2014-05-21,1,0
36,2014-04-30,statement,evidence that inflation will move back toward its objective over the medium term the FOMC currently judges that there is sufficient underlying strength in the broader economy to support ongoing improvement in labor market conditions in light of the cumulative progress toward maximum employment and the improvement in the outlook for labor market conditions since the inception of the current asset purchase program the FOMC decided to make a further measured reduction in the pace of its asset purchases beginning in may the FOMC will add to its holdings of agency mortgage backed securities at a pace of 20 billion per month rather than 25 billion per month and will add to its holdings of longer term treasury securities at a pace of 25 billion per month rather than 30 billion per month the FOMC is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage backed securities in agency mortgage backed securities and of rolling over maturing treasury securities at auction the FOMC s sizable and still increasing holdings of longer term securities should maintain downward pressure on longer term interest rates support mortgage markets and help to make broader financial conditions more accommodative which in turn should promote a stronger economic recovery and help to ensure that inflation over time is at the rate most consistent with the FOMC s dual mandate the FOMC will closely monitor incoming information on economic and financial developments in coming months and will continue its purchases of treasury and agency mortgage backed securities and employ its other policy tools as appropriate until the outlook for the labor market has improved substantially in a context of price stability if incoming information broadly supports the FOMC s expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer run objective the FOMC will likely reduce the pace of asset purchases in further measured steps at future meetings however asset purchases are not on a preset course and the FOMC s decisions about their pace will remain contingent on the FOMC s outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases to support continued progress toward maximum employment and price stability the FOMC today reaffirmed its view that a highly accommodative stance of monetary policy remains appropriate in determining how long to,policy restraining economic growth although extent restraint diminishing inflation running committee longer run objective longer term inflation expectations remained stable consistent statutory mandate committee seeks foster maximum employment price stability committee expects appropriate policy accommodation economic activity expand moderate pace labor market conditions continue improve gradually moving toward committee judges consistent dual mandate committee sees risks outlook economy labor market nearly balanced committee recognizes inflation persistently 2 percent objective could pose risks economic performance monitoring inflation developments carefully evidence inflation move back toward objective medium term committee currently judges sufficient underlying strength broader economy support ongoing improvement labor market conditions light cumulative progress toward maximum employment improvement outlook labor market conditions since inception current asset purchase program committee decided make measured reduction pace asset purchases beginning may committee add holdings agency mortgage backed securities pace 20 billion per month rather 25 billion per month add holdings longer term treasury securities pace 25 billion per month rather 30 billion per month committee maintaining existing policy reinvesting principal payments holdings agency debt agency mortgage backed securities agency mortgage backed securities rolling maturing treasury securities auction committee sizable still increasing holdings longer term securities maintain downward pressure longer term interest rates support mortgage markets help make broader financial conditions accommodative turn promote stronger economic recovery help ensure inflation time rate consistent committee dual mandate committee closely monitor incoming information economic financial developments coming months continue purchases treasury agency mortgage backed securities employ policy tools appropriate outlook labor market improved substantially context price stability incoming information broadly supports committee expectation ongoing improvement labor market conditions inflation moving back toward longer run objective committee likely reduce pace asset purchases measured steps future meetings however asset purchases preset course committee decisions pace remain contingent committee outlook labor market inflation well assessment likely efficacy costs purchases support continued progress toward maximum employment price stability committee today reaffirmed view highly accommodative stance monetary policy remains appropriate determining long maintain current 0 1 4 percent target range federal funds rate committee assess progress realized expected toward objectives maximum employment 2 percent inflation assessment take account wide range information including measures labor market conditions indicators inflation pressures inflation expectations readings financial developments committee continues anticipate based assessment factors likely appropriate maintain current target range federal funds rate considerable time asset purchase program ends especially projected inflation continues run committee 2 percent longer run goal provided longer term inflation expectations remain,0,2014-04-30,1,0
37,2012-10-24,minutes,for financial conditions nonetheless with fiscal policy assumed to be tighter next year than this year the staff anticipated that real gdp growth would not materially exceed increases in potential output in 2013 in 2014 economic activity was projected to accelerate gradually supported by a lessening in fiscal policy restraint gains in consumer and business confidence further improvements in financial conditions and credit availability and accommodative monetary policy progress in reducing unemployment over the projection period was expected to be relatively slow the staff s near term forecast for inflation was little changed on balance from the projection prepared for the september fomc meeting notwithstanding recent increases in consumer energy prices the staff s projection for inflation over the medium term was also essentially unchanged crude oil prices were anticipated to decline slowly from their current levels the boost to retail food prices from the drought was expected to be only temporary and relatively small long run inflation expectations were assumed to remain stable and significant resource slack was projected to persist over the projection period as a result the staff continued to forecast that inflation would be subdued through 2014 participants views on current conditions and the economic outlook in their discussion of the economic situation and the outlook meeting participants viewed the information received since the FOMC met in september as indicating that economic activity continued to expand at a moderate pace employment was still rising slowly and the unemployment rate remained elevated household spending advanced more quickly in recent months than during the spring and housing activity showed further signs of improvement however business fixed investment slowed noticeably inflation recently picked up somewhat reflecting higher energy prices while longer run inflation expectations remained stable participants generally saw the economic outlook as little changed on balance from their projections prepared for the september summary of economic projections sep agreeing that the pace of the economic recovery was likely to stay moderate over coming quarters the recent news on household spending consumer sentiment and the housing market was encouraging and most participants expected that highly accommodative monetary policy would provide support for the recovery in the period ahead however many participants saw the uncertainty attending the unresolved u s fiscal situation and the ongoing fiscal and financial strains in the euro area as factors likely to restrain the pace of economic growth in coming months moreover many participants cited,dollar rose currencies advanced economies declined euro asian emerging market currencies note chinese renminbi appreciated dollar number central banks eased monetary policy period including australia brazil japan korea thailand foreign equity indexes generally rose following september fomc statement ended intermeeting period higher markets although stock prices euro area net ten year sovereign yields germany united kingdom moved basis points declining significantly late july early september yield spread 10 year sovereign debt italy comparable german bunds declined slightly intermeeting period spanish sovereign spread edged staff economic outlook economic forecast prepared staff october fomc meeting real gdp growth near term revised relative previous projection upward revision near term forecast primarily reflected better expected incoming information consumer spending residential construction labor market conditions offset recent data business fixed investment industrial production weaker anticipated staff medium term projection real gdp growth also revised mostly reflecting monetary policy actions announced fomc september meeting resulting improved outlook financial conditions nonetheless fiscal policy assumed tighter next year year staff anticipated real gdp growth would materially exceed increases potential output 2013 2014 economic activity projected accelerate gradually supported lessening fiscal policy restraint gains consumer business confidence improvements financial conditions credit availability accommodative monetary policy progress reducing unemployment projection period expected relatively slow staff near term forecast inflation little changed balance projection prepared september fomc meeting notwithstanding recent increases consumer energy prices staff projection inflation medium term also essentially unchanged crude oil prices anticipated decline slowly current levels boost retail food prices drought expected temporary relatively small long run inflation expectations assumed remain stable significant resource slack projected persist projection period result staff continued forecast inflation would subdued 2014 participants views current conditions economic outlook discussion economic situation outlook meeting participants viewed information received since committee met september indicating economic activity continued expand moderate pace employment still rising slowly unemployment rate remained elevated household spending advanced quickly recent months spring housing activity showed signs improvement however business fixed investment slowed noticeably inflation recently picked somewhat reflecting higher energy prices longer run inflation expectations remained stable participants generally saw economic outlook little changed balance projections prepared september summary economic projections sep agreeing pace economic recovery likely stay moderate coming quarters recent news household spending consumer sentiment housing market encouraging participants expected highly accommodative monetary policy would provide support recovery period ahead however many participants saw uncertainty attending unresolved u fiscal situation ongoing fiscal financial strains euro area factors likely restrain,0,2012-11-14,0,-1
38,2012-10-24,statement,unemployment rate remains elevated household spending has advanced a bit more quickly but growth in business fixed investment has slowed the housing sector has shown some further signs of improvement albeit from a depressed level inflation recently picked up somewhat reflecting higher energy prices longer term inflation expectations have remained stable consistent with its statutory mandate the FOMC seeks to foster maximum employment and price stability the FOMC remains concerned that without sufficient policy accommodation economic growth might not be strong enough to generate sustained improvement in labor market conditions furthermore strains in global financial markets continue to pose significant downside risks to the economic outlook the FOMC also anticipates that inflation over the medium term likely would run at or below its 2 percent objective to support a stronger economic recovery and to help ensure that inflation over time is at the rate most consistent with its dual mandate the FOMC will continue purchasing additional agency mortgage backed securities at a pace of 40 billion per month the FOMC also will continue through the end of the year its program to extend the average maturity of its holdings of treasury securities and it is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage backed securities in agency mortgage backed securities these actions which together will increase the FOMC s holdings of longer term securities by about 85 billion each month through the end of the year should put downward pressure on longer term interest rates support mortgage markets and help to make broader financial conditions more accommodative the FOMC will closely monitor incoming information on economic and financial developments in coming months if the outlook for the labor market does not improve substantially the FOMC will continue its purchases of agency mortgage backed securities undertake additional asset purchases and employ its other policy tools as appropriate until such improvement is achieved in a context of price stability in determining the size pace and composition of its asset purchases the FOMC will as always take appropriate account of the likely efficacy and costs of such purchases to support continued progress toward maximum employment and price stability the FOMC expects that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the economic recovery strengthens in particular the FOMC also decided today to keep the target range for,appropriate account likely efficacy costs purchases support continued progress toward maximum employment price stability committee expects highly accommodative stance monetary policy remain appropriate considerable time economic recovery strengthens particular committee also decided today keep target range federal funds rate 0 1 4 percent currently anticipates exceptionally low levels federal funds rate likely warranted least mid 2015,0,2012-10-24,0,-1
39,2003-01-29,minutes,influence bank reserves money market conditions and monetary aggregates system open market operations in federal agency issues are not designed to support individual sectors of the market or to channel funds into issues of particular agencies by unanimous vote the FOMC amended its program for security of fomc information on january 28 2003 to update references to the classification of confidential documents and to clarify some of its instructions for safeguarding confidential information by unanimous vote the FOMC amended the temporary authority to operate the system account to authorize the chairman to appoint an interim manager of the system open market account in emergency circumstances the amended temporary authority read as follows temporary authority to operate the system account amended january 28 2003 the chairman of the FOMC is authorized to appoint a federal reserve bank as agent to operate the system account temporarily in case the federal reserve bank of new york is unable to function in the event the chairman exercises such authority the chairman also is authorized to appoint a federal reserve official to act temporarily as manager of the system account by unanimous vote the minutes of the meeting of the FOMC held on december 10 2002 were approved the manager of the system open market account reported on recent developments in foreign exchange markets there were no open market operations in foreign currencies for the system s account in the period since the previous meeting the manager also reported on developments in domestic financial markets and on system open market transactions in government securities and securities issued or fully guaranteed by federal agencies during the period december 10 2002 through january 28 2003 by unanimous vote the FOMC ratified these transactions at this meeting the FOMC discussed staff presentations on whether policy adjustments incorporating gradual movements in the federal funds rate were desirable in terms of optimally achieving the FOMC s macroeconomic objectives the staff presentations examined whether policy adjustments historically had been implemented gradually or whether instead the observed tendency for the federal funds rate to move slowly through time reflected the behavior of the underlying variables to which policy was responding members expressed a range of views regarding the evidence and its implications for policy including potential situations that might call for relatively aggressive policy actions the FOMC then turned to a discussion of the economic and financial outlook and the implementation of,subcommittee chairman proposed swap drawings system operations routine character unanimous vote committee approved repeal paragraphs 3 6 guidelines conduct system open market operations federal agency issues committee initially suspended paragraphs august 1999 subsequently extended suspension annually years 2002 paragraphs 1 2 provide general guidance conduct system open market operations federal agency obligations retained existing form guidelines conduct system open market operations federal agency issues amended january 28 2003 system open market operations federal agency issues integral part total system open market operations designed influence bank reserves money market conditions monetary aggregates system open market operations federal agency issues designed support individual sectors market channel funds issues particular agencies unanimous vote committee amended program security fomc information january 28 2003 update references classification confidential documents clarify instructions safeguarding confidential information unanimous vote committee amended temporary authority operate system account authorize chairman appoint interim manager system open market account emergency circumstances amended temporary authority read follows temporary authority operate system account amended january 28 2003 chairman committee authorized appoint federal reserve bank agent operate system account temporarily case federal reserve bank new york unable function event chairman exercises authority chairman also authorized appoint federal reserve official act temporarily manager system account unanimous vote minutes meeting FOMC held december 10 2002 approved manager system open market account reported recent developments foreign exchange markets open market operations foreign currencies system account period since previous meeting manager also reported developments domestic financial markets system open market transactions government securities securities issued fully guaranteed federal agencies period december 10 2002 january 28 2003 unanimous vote committee ratified transactions meeting committee discussed staff presentations whether policy adjustments incorporating gradual movements federal funds rate desirable terms optimally achieving committee macroeconomic objectives staff presentations examined whether policy adjustments historically implemented gradually whether instead observed tendency federal funds rate move slowly time reflected behavior underlying variables policy responding members expressed range views regarding evidence implications policy including potential situations might call relatively aggressive policy actions committee turned discussion economic financial outlook implementation monetary policy intermeeting period ahead information reviewed meeting suggested economic growth slow fourth quarter housing demand consumer spending firmed toward end year capital spending remained quite weak environment substantial business uncertainty pessimism sharp drop motor vehicle output held overall industrial production labor market deteriorated core consumer price inflation continued decline end year private nonfarm payroll employment fell december lowest level since september 1999 job losses manufacturing continued sizable,0,2003-03-20,0,1
40,2003-01-29,statement,for immediate release the FOMC decided today to keep its target for the federal funds rate unchanged at 1 1 4 percent oil price premiums and other aspects of geopolitical risks have reportedly fostered continued restraint on spending and hiring by businesses however the FOMC believes that as those risks lift as most analysts expect the accommodative stance of monetary policy coupled with ongoing growth in productivity will provide support to an improving economic climate over time in these circumstances the FOMC believes that against the background of its long run goals of price stability and sustainable economic growth and of the information currently available the risks are balanced with respect to the prospects for both goals for the foreseeable future,immediate release FOMC decided today keep target federal funds rate unchanged 1 1 4 percent oil price premiums aspects geopolitical risks reportedly fostered continued restraint spending hiring businesses however committee believes risks lift analysts expect accommodative stance monetary policy coupled ongoing growth productivity provide support improving economic climate time circumstances committee believes background long run goals price stability sustainable economic growth information currently available risks balanced respect prospects goals foreseeable future,0,2003-01-29,0,1
41,2008-01-30,statement,today to lower its target for the federal funds rate 50 basis points to 3 percent financial markets remain under considerable stress and credit has tightened further for some businesses and households moreover recent information indicates a deepening of the housing contraction as well as some softening in labor markets the FOMC expects inflation to moderate in coming quarters but it will be necessary to continue to monitor inflation developments carefully today s policy action combined with those taken earlier should help to promote moderate growth over time and to mitigate the risks to economic activity however downside risks to growth remain the FOMC will continue to assess the effects of financial and other developments on economic prospects and will act in a timely manner as needed to address those risks,immediate release share FOMC decided today lower target federal funds rate 50 basis points 3 percent financial markets remain considerable stress credit tightened businesses households moreover recent information indicates deepening housing contraction well softening labor markets committee expects inflation moderate coming quarters necessary continue monitor inflation developments carefully today policy action combined taken earlier help promote moderate growth time mitigate risks economic activity however downside risks growth remain committee continue assess effects financial developments economic prospects act timely manner needed address risks,0,2008-01-30,-1,-1
42,2008-01-30,minutes,2 and mr greenlee 2 associate directors division of banking supervision and regulation board of governors mr gibson 2 deputy associate director division of research and statistics board of governors mr dale senior adviser division of monetary affairs board of governors mr oliner senior adviser division of research and statistics board of governors messrs durham and perli assistant directors division of monetary affairs board of governors mr blanchard assistant to the board office of board members board of governors mr small project manager division of monetary affairs board of governors mr bassett 3 senior economist division of monetary affairs board of governors mr doyle 3 senior economist division of international finance board of governors ms kusko 3 senior economist division of research and statistics board of governors mr luecke senior financial analyst division of monetary affairs board of governors mr driscoll economist division of monetary affairs board of governors ms low open market secretariat specialist division of monetary affairs board of governors ms green first vice president federal reserve bank of richmond messrs fuhrer and judd executive vice presidents federal reserve banks of boston and san francisco respectively messrs altig and angulo 2 mses hirtle 2 and mosser messrs peters 2 and rasche senior vice presidents federal reserve banks of atlanta new york new york new york new york and st louis respectively mr hakkio senior adviser federal reserve bank of kansas city mr krane vice president federal reserve bank of chicago mr weber senior research officer federal reserve bank of minneapolis 1 attended wednesday s session return to text 2 attended portion of the meeting relating to the analysis of policy issues raised by financial market developments return to text 3 attended portion of the meeting relating to the economic outlook and monetary policy decision return to text in the agenda for this meeting it was reported that advices of the election of the following members and alternate members of the FOMC for a term beginning january 29 2008 had been received and that these individuals had executed their oaths of office the elected members and alternate members were as follows timothy f geithner president of the federal reserve bank of new york with christine m cumming first vice president of the federal reserve bank of new york as alternate charles i plosser president of the federal reserve bank of philadelphia with jeffrey m lacker president of the federal,messrs rosenblum slifman sniderman tracy wilcox associate economists mr dudley manager system open market account mr struckmeyer 1 deputy staff director office staff director management board governors mr parkinson 2 deputy director division research statistics board governors mr clouse senior associate director division monetary affairs board governors ms liang messrs reifschneider wascher associate directors division research statistics board governors ms barger 2 mr greenlee 2 associate directors division banking supervision regulation board governors mr gibson 2 deputy associate director division research statistics board governors mr dale senior adviser division monetary affairs board governors mr oliner senior adviser division research statistics board governors messrs durham perli assistant directors division monetary affairs board governors mr blanchard assistant board office board members board governors mr small project manager division monetary affairs board governors mr bassett 3 senior economist division monetary affairs board governors mr doyle 3 senior economist division international finance board governors ms kusko 3 senior economist division research statistics board governors mr luecke senior financial analyst division monetary affairs board governors mr driscoll economist division monetary affairs board governors ms low open market secretariat specialist division monetary affairs board governors ms green first vice president federal reserve bank richmond messrs fuhrer judd executive vice presidents federal reserve banks boston san francisco respectively messrs altig angulo 2 mses hirtle 2 mosser messrs peters 2 rasche senior vice presidents federal reserve banks atlanta new york new york new york new york st louis respectively mr hakkio senior adviser federal reserve bank kansas city mr krane vice president federal reserve bank chicago mr weber senior research officer federal reserve bank minneapolis 1 attended wednesday session return text 2 attended portion meeting relating analysis policy issues raised financial market developments return text 3 attended portion meeting relating economic outlook monetary policy decision return text agenda meeting reported advices election following members alternate members FOMC term beginning january 29 2008 received individuals executed oaths office elected members alternate members follows timothy f geithner president federal reserve bank new york christine cumming first vice president federal reserve bank new york alternate charles plosser president federal reserve bank philadelphia jeffrey lacker president federal reserve bank richmond alternate sandra pianalto president federal reserve bank cleveland charles l evans president federal reserve bank chicago alternate richard w fisher president federal reserve bank dallas dennis p lockhart president federal reserve bank atlanta alternate gary h stern president federal reserve bank minneapolis,0,2008-02-20,-1,-1
43,2010-12-14,statement,mandate,regularly review pace securities purchases overall size asset purchase program light incoming information adjust program needed best foster maximum employment price stability committee maintain target range federal funds rate 0 1 4 percent continues anticipate economic conditions including low rates resource utilization subdued inflation trends stable inflation expectations likely warrant exceptionally low levels federal funds rate extended period committee continue monitor economic outlook financial developments employ policy tools necessary support economic recovery help ensure inflation time levels consistent mandate,0,2010-12-14,0,1
44,2010-12-14,minutes,the intermeeting period though not by as much as rates on longer term treasury securities the spread between mortgage rates and mbs yields dropped back reversing the widening of the spread that occurred over the preceding several months refinancing activity declined in response to the higher mortgage rates outstanding residential mortgage debt was estimated to have contracted in the third quarter at about the average rate of decline seen over the preceding year delinquency rates on prime and subprime mortgages ticked down but remained extremely elevated in contrast the consumer credit market exhibited continued signs of stabilization although consumer credit contracted in the third quarter the decline was the smallest since late 2008 and consumer credit edged higher in october the pace of issuance of consumer asset backed securities in november was slightly above the average for the year to date and the delinquency rate on consumer loans at banks declined further in the third quarter commercial bank credit was about flat on average during october and november banks continued to increase their holdings of securities while core loans the sum of commercial and industrial c i real estate and consumer loans decreased moderately the declines were attributable to a drop in consumer loans as well as to continued runoffs in commercial real estate and home equity loans in contrast c i loans edged up ending a nearly two year string of monthly declines in addition the survey of terms of business lending conducted in the first week of november showed that interest rates on c i loans were generally little changed while spreads remained extremely wide according to the latest call report data bank profitability was little changed in the third quarter remaining positive but well below pre crisis levels as in the second quarter banks net incomes were supported by declines in loan loss provisioning while revenues declined banks continued to boost regulatory capital ratios likely at least in part in anticipation of the need to eventually meet stricter basel iii standards m2 expanded at a moderate rate in november interest rates available on all m2 assets remained very low and households continued to shift their holdings of m2 assets toward liquid deposits which continued to rise rapidly and away from small time deposits and retail money market mutual funds currency increased strongly with indicators suggesting robust demand from abroad the foreign exchange value of the dollar which,run norms december 2010 senior credit officer opinion survey dealer financing terms dealers reported easing credit terms preceding three months respect securities financing transactions across range counterparties dealers also noted demand funding types securities increased reference period net debt financing u nonfinancial corporations continued robust november gross issuance corporate bonds heavy particularly speculative grade firms investor demand syndicated leveraged loans also appeared remained high nonfinancial commercial paper outstanding declined noticeably october november part firms reportedly shifted bond financing gross public equity issuance nonfinancial firms seasoned initial public offerings particularly strong november measures credit quality nonfinancial corporations continued improve conditions commercial real estate market remained tight commercial mortgage debt estimated declined third quarter delinquency rates securitized commercial mortgages existing properties commercial banks increased however modest signs improvement continued surface prices commercial real estate changed little balance september october holding relatively narrow range prevailed since spring steep decline prices ended issuance commercial mortgage backed securities increased november still far pre crisis levels residential mortgage rates rose considerably intermeeting period though much rates longer term treasury securities spread mortgage rates mbs yields dropped back reversing widening spread occurred preceding several months refinancing activity declined response higher mortgage rates outstanding residential mortgage debt estimated contracted third quarter average rate decline seen preceding year delinquency rates prime subprime mortgages ticked remained extremely elevated contrast consumer credit market exhibited continued signs stabilization although consumer credit contracted third quarter decline smallest since late 2008 consumer credit edged higher october pace issuance consumer asset backed securities november slightly average year date delinquency rate consumer loans banks declined third quarter commercial bank credit flat average october november banks continued increase holdings securities core loans sum commercial industrial c real estate consumer loans decreased moderately declines attributable drop consumer loans well continued runoffs commercial real estate home equity loans contrast c loans edged ending nearly two year string monthly declines addition survey terms business lending conducted first week november showed interest rates c loans generally little changed spreads remained extremely wide according latest call report data bank profitability little changed third quarter remaining positive well pre crisis levels second quarter banks net incomes supported declines loan loss provisioning revenues declined banks continued boost regulatory capital ratios likely least part anticipation need eventually meet stricter basel iii standards m2 expanded moderate rate november interest rates available m2 assets remained low households continued shift holdings m2 assets toward liquid deposits continued rise,0,2011-01-04,0,1
